boroct2020,geoid,borough,nta,tract,risk_score,priority_score,archetype,units_res,at_risk_units,estimated_protected_units_per_1m,evictions,displacement_pressure_raw,market_heat_raw,stock_vuln_raw,early_risk_score
3123700,36047123700,Brooklyn,Bedford-Stuyvesant (West),1237,25.6,26.1,Produce,2228,327.0,5.0,11.0,4.937163375224416,114788.1472172352,68.71481481481487,27.6
3009401,36047009401,Brooklyn,Sunset Park (Central),94.01,17.0,26.1,Monitor,724,492.0,8.0,0.0,0.0,57476.10635359116,96.55737704918033,18.5
3034901,36047034901,Brooklyn,Crown Heights (North),349.01,10.4,26.0,Monitor,877,799.0,12.0,0.0,0.0,36502.37172177879,110.375,11.4
4122300,36081122300,Queens,Fresh Meadows-Utopia,1223,45.1,26.0,Monitor,1206,184.0,3.0,22.0,18.24212271973466,56679.86152570481,69.62681159420276,40.1
4094500,36081094500,Queens,College Point,945,35.3,25.9,Produce,1453,235.0,4.0,14.0,9.635237439779766,68959.83000688232,70.560224089636,25.1
1029900,36061029900,Manhattan,Inwood,299,27.0,25.9,Produce,3105,307.0,5.0,25.0,8.051529790660224,71842.62608695652,62.25,26.8
4157903,36081157903,Queens,Glen Oaks-Floral Park-New Hyde Park,1579.03,23.2,25.9,Monitor,1377,356.0,6.0,5.0,3.631082062454612,50723.28976034858,77.89138240574516,9.7
2016000,36005016000,Bronx,Throgs Neck-Schuylerville,160,26.5,25.8,Produce,1480,311.0,5.0,25.0,16.89189189189189,34688.321621621624,74.71280276816606,27.9
3065200,36047065200,Brooklyn,Marine Park-Mill Basin-Bergen Beach,652,28.4,25.8,Monitor,433,290.0,4.0,1.0,2.3094688221709005,42230.92378752887,96.1143695014664,36.0
3113000,36047113000,Brooklyn,East New York-New Lots,1130,51.2,25.7,Preserve,1506,160.0,2.0,163.0,108.23373173970784,42156.49933598938,63.604700854700695,50.9
3075400,36047075400,Brooklyn,Midwood,754,22.3,25.7,Monitor,440,369.0,6.0,0.0,0.0,83779.02272727272,104.15294117647045,24.5
5000600,36085000600,Staten Island,Rosebank-Shore Acres-Park Hill,6,36.2,25.6,Produce,1439,226.0,3.0,32.0,22.237665045170257,40208.580264072276,70.25352112676069,33.5
4027701,36081027701,Queens,Jackson Heights,277.01,12.9,25.6,Monitor,1011,630.0,10.0,0.0,0.0,45112.84470820969,94.5593220338983,13.9
4027000,36081027000,Queens,South Jamaica,270,46.6,25.5,Monitor,510,174.0,3.0,30.0,58.8235294117647,33649.882352941175,82.15404699738929,48.6
4059501,36081059501,Queens,Ridgewood,595.01,13.8,25.5,Monitor,897,585.0,9.0,0.0,0.0,46881.277591973245,95.57605177993514,15.0
5024800,36085024800,Staten Island,Tottenville-Charleston,248,28.1,25.4,Produce,1907,286.0,4.0,24.0,12.585212375458836,40469.79863660199,69.22020520915567,17.9
4140902,36081140902,Queens,Auburndale,1409.02,38.5,25.4,Monitor,886,209.0,3.0,8.0,9.029345372460496,60074.42437923251,76.36731843575444,41.6
3079001,36047079001,Brooklyn,Flatbush,790.01,16.6,25.4,Monitor,566,482.0,7.0,0.0,0.0,48890.88339222615,105.14406779661044,18.3
4137700,36081137700,Queens,Oakland Gardens-Hollis Hills,1377,33.9,25.3,Produce,2494,235.0,4.0,42.0,16.840417000801924,52667.37690457097,61.93537964458801,30.4
2021302,36005021302,Bronx,Mount Eden-Claremont (West),213.02,11.2,25.3,Produce,2393,713.0,11.0,148.0,61.84705390722942,25121.64646886753,79.75,10.6
4085500,36081085500,Queens,Flushing-Willets Point,855,26.4,25.2,Produce,2708,300.0,5.0,60.0,22.156573116691284,36628.78545051699,64.02325581395371,24.3
4013700,36081013700,Queens,Astoria (North)-Ditmars-Steinway,137,41.5,25.2,Monitor,913,190.0,3.0,10.0,10.95290251916758,67043.44797371303,74.66932270916323,29.2
4059502,36081059502,Queens,Maspeth,595.02,13.5,25.1,Monitor,943,583.0,9.0,0.0,0.0,47755.06892895016,94.495024875622,14.7
3093400,36047093400,Brooklyn,East Flatbush-Remsen Village,934,20.5,25.1,Monitor,896,384.0,6.0,28.0,31.25,27961.84151785714,86.678137651822,21.1
2037000,36005037000,Bronx,Williamsbridge-Olinville,370,36.9,25.0,Monitor,798,210.0,3.0,43.0,53.884711779448615,32303.947368421053,78.20551378446112,37.3
3094600,36047094600,Brooklyn,East Flatbush-Rugby,946,26.8,25.0,Monitor,726,290.0,4.0,21.0,28.925619834710744,29215.909090909092,85.02234636871526,26.9
4025700,36081025700,Queens,Woodside,257,38.1,25.0,Monitor,592,205.0,3.0,8.0,13.513513513513514,39396.68412162162,82.69346733668363,43.9
4095400,36081095400,Queens,Rockaway Beach-Arverne-Edgemere,954,39.2,24.9,Produce,2218,196.0,3.0,138.0,62.21821460775474,39381.77817853922,60.18885448916399,41.2
4026200,36081026200,Queens,South Jamaica,262,57.8,24.9,Protect,401,133.0,2.0,32.0,79.80049875311721,35439.426433915214,81.52941176470608,58.7
2014702,36005014702,Bronx,Claremont Village-Claremont (East),147.02,11.9,24.8,Produce,1667,641.0,10.0,48.0,28.794241151769647,26047.900419916015,84.5,12.8
2014400,36005014400,Bronx,Throgs Neck-Schuylerville,144,22.4,24.8,Produce,2419,338.0,5.0,44.0,18.18933443571724,34894.514262091776,67.7647058823527,28.0
5019700,36085019700,Staten Island,Westerleigh-Castleton Corners,197,23.6,24.7,Monitor,744,320.0,5.0,4.0,5.376344086021506,38290.32258064516,86.82587859424916,19.3
4147100,36081147100,Queens,Bayside,1471,25.7,24.7,Monitor,1347,294.0,4.0,7.0,5.1967334818114335,52494.00445434298,75.05503144654085,21.9
4157102,36081157102,Queens,Bellerose,1571.02,48.2,24.6,Monitor,585,156.0,2.0,11.0,18.803418803418804,44077.333333333336,78.31058823529429,37.5
5013400,36085013400,Staten Island,New Dorp-Midland Beach,134,30.7,24.6,Produce,1654,245.0,4.0,21.0,12.696493349455865,43011.970374848854,69.00725294650965,17.3
2024600,36005024600,Bronx,Morris Park,246,29.5,24.6,Monitor,802,255.0,4.0,22.0,27.43142144638404,31242.643391521196,80.9848942598187,29.5
4144100,36081144100,Queens,Bayside,1441,21.7,24.5,Monitor,1198,345.0,5.0,3.0,2.5041736227045073,50284.98330550918,79.29863481228676,26.1
1022302,36061022302,Manhattan,Manhattanville-West Harlem,223.02,27.7,24.5,Monitor,359,271.0,4.0,16.0,44.56824512534819,26811.977715877438,100.0,26.5
4120500,36081120500,Queens,East Flushing,1205,36.7,24.4,Monitor,1028,202.0,3.0,11.0,10.700389105058365,53849.337548638134,73.81792717086842,29.7
2020100,36005020100,Bronx,Highbridge,201,9.5,24.4,Produce,2012,784.0,11.0,113.0,56.163021868787276,23842.619284294233,84.70833333333371,9.1
3061600,36047061600,Brooklyn,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,616,33.1,24.3,Monitor,591,224.0,3.0,2.0,3.3840947546531304,85517.36040609136,84.15061728395085,47.1
4045200,36081045200,Queens,Jamaica Hills-Briarwood,452,65.4,24.3,Protect,202,113.0,2.0,6.0,29.7029702970297,38035.09900990099,92.41249999999991,70.8
3094401,36047094401,Brooklyn,Flatlands,944.01,41.0,24.2,Monitor,1072,180.0,3.0,47.0,43.843283582089555,36518.31156716418,71.4080338266383,37.9
4059600,36081059600,Queens,Cambria Heights,596,39.1,24.2,Monitor,433,189.0,3.0,5.0,11.547344110854503,39463.78752886836,87.03713527851437,50.2
4040702,36081040702,Queens,North Corona,407.02,14.3,24.1,Monitor,979,516.0,7.0,0.0,0.0,55366.30643513789,90.9493333333337,15.6
3083600,36047083600,Brooklyn,East Flatbush-Farragut,836,19.0,24.1,Monitor,704,384.0,6.0,19.0,26.988636363636363,27208.636363636364,91.76630434782601,21.2
1013601,36061013601,Manhattan,Upper East Side-Yorkville,136.01,16.2,24.1,Monitor,1084,449.0,6.0,0.0,0.0,186524.1697416974,85.9230769230769,17.8
4059400,36081059400,Queens,Cambria Heights,594,52.1,24.0,Protect,491,140.0,2.0,12.0,24.43991853360489,42180.0,79.1462365591401,57.9
4079702,36081079702,Queens,Flushing-Willets Point,797.02,40.0,24.0,Produce,1834,181.0,3.0,35.0,19.083969465648856,62914.53598691385,62.2206572769951,42.2
3093200,36047093200,Brooklyn,East Flatbush-Farragut,932,27.9,23.9,Monitor,470,259.0,4.0,4.0,8.51063829787234,34449.51063829787,91.97154471544718,7.3
4140300,36081140300,Queens,Bayside,1403,35.8,23.9,Monitor,784,201.0,3.0,6.0,7.653061224489796,58943.3418367347,77.80219780219795,25.4
3101200,36047101200,Brooklyn,Canarsie,1012,28.0,23.8,Monitor,738,257.0,4.0,22.0,29.81029810298103,29939.739837398374,82.75791855203602,30.8
4157902,36081157902,Queens,Glen Oaks-Floral Park-New Hyde Park,1579.02,27.3,23.8,Monitor,1108,261.0,4.0,5.0,4.512635379061372,58761.68772563177,76.34389561975763,32.9
2023702,36005023702,Bronx,Fordham Heights,237.02,18.9,23.7,Monitor,414,367.0,5.0,28.0,67.6328502415459,24975.289855072464,108.0,18.9
4136700,36081136700,Queens,Oakland Gardens-Hollis Hills,1367,16.8,23.7,Produce,2492,417.0,6.0,9.0,3.611556982343499,48570.88483146067,71.35135135135124,19.7
4027101,36081027101,Queens,Elmhurst,271.01,8.0,23.7,Produce,1796,888.0,13.0,0.0,0.0,37229.46158129176,89.77215189873436,8.8
3025500,36047025500,Brooklyn,Bedford-Stuyvesant (West),255,40.8,23.6,Monitor,1372,169.0,2.0,30.0,21.865889212827987,49499.01603498542,66.0,51.0
3008500,36047008500,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,85,7.0,23.6,Produce,2884,971.0,14.0,54.0,18.72399445214979,25121.827323162273,82.0,7.6
2040900,36005040900,Bronx,Bedford Park,409,10.0,23.5,Produce,1465,677.0,10.0,41.0,27.986348122866897,25031.139931740614,88.20000000000005,11.3
2027402,36005027402,Bronx,Pelham Bay-Country Club-City Island,274.02,26.9,23.5,Monitor,1336,251.0,4.0,16.0,11.976047904191617,38259.89221556886,73.17899408284029,25.9
4129102,36081129102,Queens,Oakland Gardens-Hollis Hills,1291.02,24.1,23.4,Monitor,1272,280.0,4.0,4.0,3.1446540880503147,69022.92924528301,75.2738461538463,26.9
4020500,36081020500,Queens,Sunnyside,205,24.0,23.4,Monitor,358,281.0,4.0,3.0,8.379888268156424,31731.536312849163,101.39634146341473,30.6
2001901,36005001901,Bronx,Mott Haven-Port Morris,19.01,11.1,23.3,Produce,2312,604.0,8.0,0.0,0.0,68269.7625432526,78.10638297872356,12.0
4023501,36081023501,Queens,Sunnyside,235.01,9.2,23.3,Monitor,1345,731.0,10.0,0.0,0.0,38986.795539033454,91.71308016877629,10.1
4061601,36081061601,Queens,Laurelton,616.01,43.3,23.2,Monitor,666,154.0,2.0,13.0,19.51951951951952,42153.06306306306,76.08024691358037,39.7
5004700,36085004700,Staten Island,West New Brighton-Silver Lake-Grymes Hill,47,30.0,23.2,Monitor,1220,223.0,3.0,15.0,12.295081967213115,40289.251639344264,72.68730650154794,20.9
5000800,36085000800,Staten Island,Rosebank-Shore Acres-Park Hill,8,26.0,23.2,Produce,2004,258.0,4.0,37.0,18.46307385229541,36561.96107784431,66.43539325842721,20.5
3059800,36047059800,Brooklyn,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,598,30.7,23.1,Monitor,1333,216.0,3.0,23.0,17.2543135783946,38242.58589647412,70.62168674698796,27.7
2008600,36005008600,Bronx,Castle Hill-Unionport,86,17.0,23.1,Produce,1493,391.0,5.0,18.0,12.056262558606832,31981.20562625586,78.1339285714289,20.4
2036100,36005036100,Bronx,West Farms,361,42.6,23.0,Produce,2344,154.0,2.0,119.0,50.7679180887372,48707.9569112628,54.77922077922085,45.0
4061400,36081061400,Queens,Cambria Heights,614,66.8,23.0,Protect,346,99.0,1.0,12.0,34.68208092485549,44782.543352601155,79.21148036253771,41.4
3048500,36047048500,Brooklyn,East Williamsburg,485,57.6,22.9,Protect,868,114.0,2.0,24.0,27.64976958525346,90827.7741935484,66.62195121951208,55.8
3069200,36047069200,Brooklyn,Flatlands,692,21.7,22.9,Monitor,763,302.0,4.0,9.0,11.795543905635649,32279.05635648755,84.90361445783128,31.7
2015300,36005015300,Bronx,Crotona Park East,153,31.7,22.8,Produce,1852,206.0,3.0,161.0,86.9330453563715,33588.822894168465,64.05999999999995,31.8
3041401,36047041401,Brooklyn,Gravesend (East)-Homecrest,414.01,42.6,22.8,Monitor,523,152.0,2.0,4.0,7.648183556405353,107904.09560229446,79.42162162162163,35.1
4053501,36081053501,Queens,Maspeth,535.01,18.9,22.8,Monitor,403,344.0,5.0,0.0,0.0,55517.94044665012,105.16778523489916,20.6
1021400,36061021400,Manhattan,Harlem (North),214,27.8,22.7,Produce,2006,232.0,3.0,226.0,112.66201395812563,31353.738783649052,64.83333333333371,26.7
4068200,36081068200,Queens,Laurelton,682,40.2,22.7,Monitor,388,161.0,2.0,7.0,18.04123711340206,35983.37628865979,85.94927536231876,46.2
2036700,36005036700,Bronx,Tremont,367,45.4,22.6,Monitor,1079,142.0,2.0,75.0,69.50880444856348,38522.169601482856,66.62595419847321,45.5
4111300,36081111300,Queens,Bayside,1113,34.8,22.6,Monitor,901,185.0,3.0,7.0,7.769145394006659,69184.76137624861,74.25476839237035,29.9
4027702,36081027702,Queens,Jackson Heights,277.02,5.8,22.5,Produce,1772,1108.0,15.0,0.0,0.0,32549.068848758467,94.59999999999991,6.6
4065600,36081065600,Queens,Rosedale,656,26.0,22.5,Produce,1530,247.0,3.0,47.0,30.71895424836601,32685.60980392157,70.55037919826646,28.6
3062600,36047062600,Brooklyn,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,626,20.6,22.4,Monitor,1130,311.0,4.0,12.0,10.619469026548673,34409.761061946905,78.69002695417794,27.2
3070201,36047070201,Brooklyn,Marine Park-Mill Basin-Bergen Beach,702.01,23.7,22.4,Produce,2528,268.0,4.0,19.0,7.515822784810127,58814.444224683546,63.48880597014909,21.4
3099200,36047099200,Brooklyn,Canarsie,992,32.2,22.3,Monitor,585,195.0,3.0,18.0,30.76923076923077,31666.613675213674,81.76721311475399,32.9
2032800,36005032800,Bronx,Allerton,328,16.5,22.3,Produce,1519,380.0,5.0,78.0,51.34957208689927,27227.063857801186,77.5081300813008,16.6
5013301,36085013301,Staten Island,West New Brighton-Silver Lake-Grymes Hill,133.01,11.7,22.3,Monitor,648,534.0,7.0,22.0,33.95061728395061,21209.305555555555,103.20000000000005,13.7
2016600,36005016600,Bronx,Throgs Neck-Schuylerville,166,30.8,22.2,Monitor,730,202.0,3.0,14.0,19.178082191780824,34109.42465753425,78.74586776859519,30.9
3020300,36047020300,Brooklyn,Prospect Heights,203,27.6,22.2,Monitor,1205,226.0,3.0,5.0,4.149377593360996,116494.44481327801,73.15909090909122,32.8
5011402,36085011402,Staten Island,New Dorp-Midland Beach,114.02,29.0,22.1,Produce,1419,213.0,3.0,21.0,14.799154334038054,39576.36927413672,69.244680851064,25.6
4021602,36081021602,Queens,Kew Gardens,216.02,16.7,22.1,Monitor,525,370.0,5.0,0.0,0.0,55198.70285714286,97.7439024390244,18.3
2036901,36005036901,Bronx,Tremont,369.01,41.7,22.0,Monitor,924,147.0,2.0,89.0,96.32034632034632,34922.5,70.41269841269832,40.5
4086300,36081086300,Queens,Murray Hill-Broadway Flushing,863,31.1,22.0,Produce,2874,198.0,3.0,63.0,21.920668058455117,46487.839944328465,56.076190476190504,33.5
5015601,36085015601,Staten Island,Great Kills-Eltingville,156.01,17.5,21.9,Produce,2662,351.0,5.0,18.0,6.7618332081142,42727.61833208114,66.76032660902956,14.2
4061000,36081061000,Queens,Cambria Heights,610,56.3,21.9,Protect,373,108.0,1.0,10.0,26.80965147453083,43056.51474530831,79.30346820809245,66.3
4044301,36081044301,Queens,Corona,443.01,41.1,21.9,Produce,1606,149.0,2.0,48.0,29.887920298879205,48317.387297633875,61.135746606334806,36.6
3065600,36047065600,Brooklyn,Marine Park-Mill Basin-Bergen Beach,656,14.0,21.8,Monitor,623,431.0,6.0,0.0,0.0,46221.62118780096,97.13888888888869,15.4
1011203,36061011203,Manhattan,East Midtown-Turtle Bay,112.03,25.8,21.8,Produce,1524,232.0,3.0,6.0,3.937007874015748,547401.282808399,69.5625,28.5
2037100,36005037100,Bronx,Tremont,371,28.3,21.7,Produce,2093,210.0,3.0,125.0,59.72288580984233,33326.11562350693,62.42652329749126,28.2
2008300,36005008300,Bronx,Longwood,83,18.8,21.7,Produce,2196,317.0,4.0,135.0,61.47540983606557,28851.638433515483,68.46606334841636,18.3
4097300,36081097300,Queens,Whitestone-Beechhurst,973,31.7,21.6,Monitor,758,187.0,2.0,4.0,5.277044854881266,74070.75197889181,77.2965722801789,27.7
3005602,36047005602,Brooklyn,Bay Ridge,56.02,12.1,21.6,Monitor,1061,487.0,6.0,0.0,0.0,49821.73138548539,88.08988764044966,13.1
3075200,36047075200,Brooklyn,Midwood,752,22.4,21.5,Monitor,333,262.0,3.0,0.0,0.0,107671.44144144144,101.45302013422793,24.6
4066301,36081066301,Queens,Middle Village,663.01,12.3,21.5,Monitor,1022,478.0,6.0,0.0,0.0,49283.83561643836,88.44591346153834,13.2
1011300,36061011300,Manhattan,Midtown-Times Square,113,56.7,21.4,Protect,160,103.0,1.0,1.0,6.25,428481.61875,95.20000000000005,23.7
4030904,36081030904,Queens,Jackson Heights,309.04,32.9,21.4,Monitor,1137,176.0,2.0,17.0,14.951627088830254,42654.56288478452,69.93522267206481,26.4
2042600,36005042600,Bronx,Eastchester-Edenwald-Baychester,426,13.3,21.4,Produce,2079,438.0,6.0,83.0,39.92303992303992,27066.914862914862,74.72719594594605,14.5
5024700,36085024700,Staten Island,Port Richmond,247,24.0,21.3,Monitor,975,242.0,3.0,33.0,33.84615384615385,29857.846153846152,77.37209302325596,25.1
4061200,36081061200,Queens,Cambria Heights,612,38.0,21.3,Monitor,471,152.0,2.0,5.0,10.615711252653927,43770.57324840764,81.09649122807036,36.6
2039800,36005039800,Bronx,Williamsbridge-Olinville,398,22.7,21.2,Monitor,1034,253.0,3.0,82.0,79.3036750483559,28063.027079303676,77.27021696252473,21.4
4119100,36081119100,Queens,East Flushing,1191,34.7,21.2,Monitor,1116,167.0,2.0,14.0,12.544802867383513,51276.25089605735,69.15991902834003,34.4
4079900,36081079900,Queens,Queensboro Hill,799,25.4,21.1,Monitor,1157,225.0,3.0,7.0,6.050129645635264,51215.61624891962,73.57223264540312,37.3
2031200,36005031200,Bronx,Pelham Gardens,312,30.4,21.1,Monitor,593,188.0,2.0,9.0,15.17706576728499,34619.54468802698,80.939393939394,28.9
2013500,36005013500,Bronx,Morrisania,135,21.5,21.0,Produce,1482,265.0,3.0,93.0,62.75303643724696,28853.016869095816,72.28140703517602,22.3
2036800,36005036800,Bronx,Williamsbridge-Olinville,368,37.7,21.0,Monitor,784,150.0,2.0,31.0,39.54081632653062,35029.36224489796,73.459731543624,38.5
2023000,36005023000,Bronx,Pelham Parkway-Van Nest,230,13.0,21.0,Monitor,998,437.0,6.0,64.0,64.12825651302605,25021.442885771543,87.0822510822511,13.8
4133900,36081133900,Queens,Fresh Meadows-Utopia,1339,37.9,20.9,Monitor,463,149.0,2.0,3.0,6.479481641468682,72546.55939524838,81.05116279069762,47.9
3096200,36047096200,Brooklyn,Canarsie,962,27.1,20.9,Monitor,494,207.0,3.0,13.0,26.31578947368421,29562.813765182185,86.14624505928873,22.7
3017900,36047017900,Brooklyn,Fort Greene,179,33.0,20.8,Produce,1439,169.0,2.0,15.0,10.423905489923557,75351.12717164698,64.98230088495598,43.4
2040400,36005040400,Bronx,Williamsbridge-Olinville,404,19.1,20.8,Monitor,1061,291.0,4.0,80.0,75.40056550424127,27123.53440150801,78.62548262548285,19.6
3024200,36047024200,Brooklyn,Borough Park,242,28.6,20.7,Monitor,1001,191.0,2.0,5.0,4.995004995004995,87224.48551448551,73.38826815642483,38.7
4086100,36081086100,Queens,East Flushing,861,29.9,20.7,Monitor,1099,183.0,2.0,9.0,8.18926296633303,52011.58325750683,71.28048780487802,30.4
3057901,36047057901,Brooklyn,Greenpoint,579.01,17.3,20.6,Monitor,633,315.0,4.0,0.0,0.0,127252.90205371247,89.9252336448601,18.8
4045600,36081045600,Queens,Jamaica Hills-Briarwood,456,31.2,20.6,Monitor,314,175.0,2.0,1.0,3.1847133757961785,47642.67515923567,92.2743362831859,43.2
4094202,36081094202,Queens,Rockaway Beach-Arverne-Edgemere,942.02,28.5,20.5,Produce,1863,190.0,2.0,73.0,39.18411164787977,34528.73590982287,62.5157232704405,31.0
2015900,36005015900,Bronx,Longwood,159,43.7,20.5,Monitor,1186,123.0,2.0,33.0,27.82462057335582,52020.58094435076,62.76315789473688,44.0
4013500,36081013500,Queens,Astoria (North)-Ditmars-Steinway,135,30.2,20.5,Monitor,651,180.0,2.0,4.0,6.1443932411674345,49517.74193548387,78.7155172413793,9.9
4026501,36081026501,Queens,Elmhurst,265.01,11.9,20.4,Monitor,1212,449.0,5.0,0.0,0.0,54275.24257425743,83.87421383647802,12.7
2012300,36005012300,Bronx,Crotona Park East,123,35.7,20.4,Produce,2009,150.0,2.0,202.0,100.54753608760578,37269.42259830762,57.03048780487802,36.4
4003302,36081003302,Queens,Queensbridge-Ravenswood-Dutch Kills,33.02,14.9,20.3,Monitor,712,357.0,4.0,0.0,0.0,61772.12359550562,90.04411764705878,16.4
3093000,36047093000,Brooklyn,East Flatbush-Remsen Village,930,18.6,20.3,Monitor,847,287.0,3.0,23.0,27.15466351829988,28279.728453364816,82.04524886877834,21.1
4018800,36081018800,Queens,Baisley Park,188,44.2,20.2,Monitor,419,120.0,1.0,15.0,35.79952267303103,35442.38663484487,79.22260273972597,50.6
3095800,36047095800,Brooklyn,Canarsie,958,30.1,20.2,Monitor,1133,176.0,2.0,50.0,44.1306266548985,32745.999117387466,69.93726235741451,31.5
3009001,36047009001,Brooklyn,Sunset Park (Central),90.01,17.1,20.1,Monitor,500,308.0,4.0,0.0,0.0,66612.694,94.46236559139811,18.7
4040102,36081040102,Queens,North Corona,401.02,12.9,20.1,Monitor,1167,409.0,5.0,0.0,0.0,73425.86803770352,82.88851351351354,14.1
2002701,36005002701,Bronx,Mott Haven-Port Morris,27.01,7.2,20.1,Monitor,1277,735.0,9.0,0.0,0.0,35436.88488645262,93.0,8.1
4102900,36081102900,Queens,Whitestone-Beechhurst,1029,29.9,20.0,Monitor,1217,176.0,2.0,12.0,9.860312243221035,48938.61462612983,68.51318101933202,20.2
4027400,36081027400,Queens,Baisley Park,274,32.3,20.0,Monitor,561,163.0,2.0,17.0,30.303030303030305,32426.951871657755,79.40547263681606,25.9
4026000,36081026000,Queens,South Jamaica,260,48.0,19.9,Monitor,864,109.0,1.0,65.0,75.23148148148148,39701.99074074074,66.17499999999995,50.1
4084601,36081084601,Queens,South Ozone Park,846.01,31.4,19.9,Monitor,926,167.0,2.0,14.0,15.11879049676026,39108.666306695464,72.31541218637994,29.9
2034200,36005034200,Bronx,Allerton,342,38.8,19.8,Monitor,608,134.0,2.0,39.0,64.14473684210527,33313.96381578947,75.21491228070158,40.5
3113400,36047113400,Brooklyn,East New York (North),1134,56.2,19.8,Protect,1141,92.0,1.0,61.0,53.46187554776512,71442.93865030675,57.954545454545496,56.9
4044601,36081044601,Queens,Jamaica,446.01,37.4,19.7,Produce,2712,138.0,2.0,114.0,42.0353982300885,50278.77249262537,51.70588235294122,36.0
4118500,36081118500,Queens,East Flushing,1185,44.4,19.7,Monitor,764,116.0,1.0,14.0,18.32460732984293,54591.59293193717,69.5528169014085,51.1
4037100,36081037100,Queens,East Elmhurst,371,23.5,19.6,Monitor,494,215.0,3.0,1.0,2.0242914979757085,44747.85425101215,86.99328859060392,11.6
4118100,36081118100,Queens,Auburndale,1181,36.6,19.6,Monitor,742,140.0,2.0,8.0,10.781671159029651,54332.467654986525,73.23888888888882,34.6
4100801,36081100801,Queens,Far Rockaway-Bayswater,1008.01,39.6,19.6,Monitor,640,128.0,2.0,20.0,31.25,36843.84375,73.97119341563803,40.0
3072200,36047072200,Brooklyn,Flatlands,722,22.1,19.5,Monitor,889,228.0,3.0,19.0,21.372328458942633,31074.364454443195,77.79389312977128,22.8
4138501,36081138501,Queens,Bayside,1385.01,32.0,19.5,Produce,1499,158.0,2.0,18.0,12.00800533689126,57766.70713809206,63.367662203913596,33.7
4120300,36081120300,Queens,East Flushing,1203,29.3,19.4,Monitor,501,172.0,2.0,2.0,3.992015968063872,53122.99401197605,82.40978593272166,32.3
2001600,36005001600,Bronx,Soundview-Clason Point,16,17.5,19.4,Produce,2378,288.0,3.0,91.0,38.26745164003364,30084.68881412952,65.70303030303035,15.4
4066000,36081066000,Queens,Rosedale,660,31.5,19.3,Monitor,1011,158.0,2.0,36.0,35.60830860534125,34332.97823936697,70.0507982583456,33.8
5022300,36085022300,Staten Island,Mariner's Harbor-Arlington-Graniteville,223,22.7,19.3,Monitor,974,219.0,3.0,27.0,27.720739219712527,30604.620123203287,75.60488505747117,25.4
4109300,36081109300,Queens,Bayside,1093,25.9,19.2,Monitor,1095,186.0,2.0,5.0,4.5662100456621,85083.91780821918,71.4648862512363,26.2
3035000,36047035000,Brooklyn,Coney Island-Sea Gate,350,24.9,19.2,Produce,1586,195.0,2.0,19.0,11.97982345523329,41168.758511979824,66.0,27.1
3053700,36047053700,Brooklyn,South Williamsburg,537,14.3,19.2,Monitor,925,338.0,4.0,0.0,0.0,114478.3027027027,83.65540540540565,15.7
2022101,36005022101,Bronx,Mount Eden-Claremont (West),221.01,10.3,19.1,Monitor,1288,467.0,5.0,128.0,99.37888198757763,22051.537267080745,83.54166666666674,10.1
4059000,36081059000,Queens,Cambria Heights,590,33.3,19.1,Monitor,351,144.0,2.0,3.0,8.547008547008549,39888.80341880342,85.69255663430431,29.9
3035601,36047035601,Brooklyn,Coney Island-Sea Gate,356.01,28.2,19.0,Produce,1547,170.0,2.0,21.0,13.574660633484163,43517.35617323853,64.0,33.6
3090600,36047090600,Brooklyn,Brownsville,906,30.9,19.0,Produce,1683,154.0,2.0,63.0,37.4331550802139,36555.59714795009,60.79487179487205,33.4
4059200,36081059200,Queens,Cambria Heights,592,49.4,18.9,Monitor,353,96.0,1.0,9.0,25.495750708215297,40675.240793201134,78.59627329192563,63.3
2017901,36005017901,Bronx,Concourse-Concourse Village,179.01,19.5,18.9,Produce,1795,245.0,3.0,213.0,118.66295264623955,28615.019498607242,67.2419354838712,19.2
3116400,36047116400,Brooklyn,East New York (North),1164,36.6,18.8,Monitor,982,128.0,1.0,53.0,53.9714867617108,35735.00610997964,66.56870229007632,37.2
4139900,36081139900,Queens,Bayside,1399,26.4,18.8,Monitor,572,178.0,2.0,1.0,1.7482517482517483,68436.98601398601,80.49256505576204,33.0
4047600,36081047600,Queens,Jamaica Estates-Holliswood,476,51.8,18.8,Protect,455,91.0,1.0,7.0,15.384615384615385,85049.27472527472,74.04608294930881,11.0
3038200,36047038200,Brooklyn,Gravesend (South),382,15.1,18.7,Produce,2118,310.0,3.0,33.0,15.580736543909348,32402.87865911237,68.671875,20.3
4099704,36081099704,Queens,Bay Terrace-Clearview,997.04,23.1,18.7,Produce,4027,203.0,2.0,55.0,13.657809783958282,54663.60690340203,51.5,22.8
3099400,36047099400,Brooklyn,Canarsie,994,43.8,18.6,Monitor,623,105.0,1.0,45.0,72.23113964686999,35964.72873194222,71.44565217391323,45.4
3063600,36047063600,Brooklyn,Marine Park-Mill Basin-Bergen Beach,636,14.6,18.6,Monitor,455,318.0,4.0,0.0,0.0,47540.043956043955,97.47160493827164,15.9
4050500,36081050500,Queens,Middle Village,505,37.7,18.5,Monitor,657,122.0,1.0,12.0,18.2648401826484,41487.488584474886,72.89605734767042,28.1
